symbol,step,action_id,trade_action,q_hold,q_buy,q_sell,reward,executed,portfolio_value,cash,shares,current_drawdown,max_drawdown
BHARATFORG,220,0,HOLD,-0.8655239939689636,-0.8783147931098938,-0.8809961080551147,-0.07430352609479261,False,1013016.3785136717,758343.2190898436,193.0,-0.07495171902937824,-0.07906694742451707
BHARATFORG,221,1,BUY,-0.854931652545929,-0.8489332795143127,-0.8718902468681335,-0.0739981508766635,False,1013518.1738017576,758343.2190898436,193.0,-0.07449349853216958,-0.07906694742451707
BHARATFORG,222,0,HOLD,-0.8434221148490906,-0.8480831980705261,-0.8519171476364136,-0.07330183371128607,False,1014145.4238017576,758343.2190898436,193.0,-0.0739207175322314,-0.07906694742451707
BHARATFORG,223,0,HOLD,-0.8298567533493042,-0.8364472389221191,-0.8383159637451172,-0.07252786076233496,False,1014878.8096660154,758343.2190898436,193.0,-0.07325101727129855,-0.07906694742451707
BHARATFORG,224,1,BUY,-0.809851884841919,-0.8083564639091492,-0.8251217007637024,-0.0721334464488199,False,1015467.4690898436,758343.2190898436,193.0,-0.07271347572741126,-0.07906694742451707
BHARATFORG,225,1,BUY,-0.7768723368644714,-0.7750830054283142,-0.7822933793067932,-0.06850101932596996,False,1017686.9690898436,758343.2190898436,193.0,-0.07068671218916843,-0.07906694742451707
BHARATFORG,226,0,HOLD,-0.7696169018745422,-0.7729275226593018,-0.7905837297439575,-0.06825356102853816,False,1018970.4238017576,758343.2190898436,193.0,-0.06951470984039917,-0.07906694742451707
BHARATFORG,227,1,BUY,-0.7736998200416565,-0.7714533805847168,-0.7808518409729004,-0.05945941241646181,False,1024277.9238017576,758343.2190898436,193.0,-0.06466810137938374,-0.07906694742451707
BHARATFORG,228,1,BUY,-0.7918941974639893,-0.7870314717292786,-0.8061807155609131,-0.06419406263977206,False,1024528.8096660154,758343.2190898436,193.0,-0.06443900188763413,-0.07906694742451707
BHARATFORG,229,0,HOLD,-0.7460405230522156,-0.7498406171798706,-0.7623780965805054,-0.07335393301438864,False,1019809.9690898436,758343.2190898436,193.0,-0.06874806880476225,-0.07906694742451707
BHARATFORG,230,0,HOLD,-0.7845097780227661,-0.7915166020393372,-0.793605625629425,-0.06556831275591941,False,1021489.0596660154,758343.2190898436,193.0,-0.06721478673348842,-0.07906694742451707
BHARATFORG,231,0,HOLD,-0.7572775483131409,-0.759503960609436,-0.7734951972961426,-0.06803644211091892,False,1021054.8096660154,758343.2190898436,193.0,-0.06761132742575332,-0.07906694742451707
BHARATFORG,232,1,BUY,-0.7585952281951904,-0.7585476636886597,-0.7588148713111877,-0.06096355915437855,False,1024567.4238017576,758343.2190898436,193.0,-0.0644037409178738,-0.07906694742451707
BHARATFORG,233,1,BUY,-0.7494487762451172,-0.7464525699615479,-0.7635667324066162,-0.07423007418729316,False,1019366.0596660154,758343.2190898436,193.0,-0.0691534301178946,-0.07906694742451707
BHARATFORG,234,1,BUY,-0.7609658241271973,-0.7586708664894104,-0.7649411559104919,-0.07067052513351764,False,1018565.1285136717,758343.2190898436,193.0,-0.0698848101837712,-0.07906694742451707
BHARATFORG,235,0,HOLD,-0.7047986388206482,-0.7131604552268982,-0.7118968963623047,-0.06410642074999634,False,1021614.5143779295,758343.2190898436,193.0,-0.0671002262307589,-0.07906694742451707
BHARATFORG,236,0,HOLD,-0.6783642172813416,-0.6785416007041931,-0.6935691833496094,-0.07568141492820851,False,1017079.0143779295,758343.2190898436,193.0,-0.07124187346108118,-0.07906694742451707
BHARATFORG,237,0,HOLD,-0.7069683074951172,-0.7083486318588257,-0.7151464223861694,-0.08374076222247152,False,1010488.0596660154,758343.2190898436,193.0,-0.07726048427086586,-0.07906694742451707
BHARATFORG,238,2,SELL,-0.8382596373558044,-0.8372887969017029,-0.8357166647911072,-0.08017156257744974,False,1008958.1541091307,783140.945613037,174.0,-0.0786575362193448,-0.07906694742451707
BHARATFORG,239,1,BUY,-0.7530943751335144,-0.7502843737602234,-0.7634689211845398,-0.08568921906543583,False,1005265.593371826,757158.9886354979,194.0,-0.08202944316465513,-0.08202944316465513
BHARATFORG,240,1,BUY,-0.777183473110199,-0.769085705280304,-0.7738223075866699,-0.07444310182036785,False,1009241.8212163084,754598.6307866209,196.0,-0.07839850213516976,-0.08202944316465513
BHARATFORG,241,1,BUY,-0.7863427400588989,-0.7829161286354065,-0.7914105653762817,-0.0688449300837063,False,1014259.4403569334,754598.6307866209,196.0,-0.0738166019220551,-0.08202944316465513
BHARATFORG,242,1,BUY,-0.7383286356925964,-0.7379565238952637,-0.7405941486358643,-0.07774358579446648,False,1012191.6307866209,754598.6307866209,196.0,-0.07570484749139005,-0.08202944316465513
BHARATFORG,243,1,BUY,-0.7370109558105469,-0.7332884073257446,-0.739569365978241,-0.07548128517868241,False,1012309.2260014646,754598.6307866209,196.0,-0.0755974639844213,-0.08202944316465513
BHARATFORG,244,0,HOLD,-0.7281746864318848,-0.730204701423645,-0.7403019666671753,-0.08025492051266134,False,1009859.2260014646,754598.6307866209,196.0,-0.07783471141343454,-0.08202944316465513
BHARATFORG,245,1,BUY,-0.7304191589355469,-0.7236733436584473,-0.7353176474571228,-0.07889794112377208,False,1009300.6307866209,754598.6307866209,196.0,-0.07834479945762568,-0.08202944316465513
CGCL,1,0,HOLD,-5.051102638244629,-5.201297283172607,-5.287224292755127,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
CGCL,2,1,BUY,-4.909466743469238,-4.889122486114502,-4.938691139221191,0.00038494527342236573,False,1000384.9452734223,900158.0311956635,517.0,0.0,0.0
CGCL,3,0,HOLD,-4.854161739349365,-4.862823486328125,-4.868911266326904,-0.0007106014573277117,False,1000029.5077734223,900158.0311956635,517.0,-0.00035530072866385735,-0.00035530072866385735
CGCL,4,0,HOLD,-4.849234580993652,-4.859793186187744,-4.867301940917969,0.0004717438466130819,False,1000501.2655401459,900158.0311956635,517.0,0.0,-0.00035530072866385735
CGCL,5,1,BUY,-4.963286399841309,-4.873173236846924,-5.075601100921631,0.02767926880814131,False,1028194.4090119172,810205.6590119172,980.0,0.0,-0.00035530072866385735
CGCL,6,1,BUY,-3.886721611022949,-3.6960315704345703,-4.325199127197266,-0.020744954347628783,False,1017529.4859741975,771240.1699494172,1155.0,-0.010372477173814383,-0.010372477173814383
CGCL,7,1,BUY,-4.611658573150635,-4.417998313903809,-4.605584144592285,-0.017147183919404,False,1014064.7852734986,763342.4925488892,1192.0,-0.013742171338975642,-0.013742171338975642
CGCL,8,0,HOLD,-4.63346004486084,-4.690367221832275,-4.641683578491211,-0.010385923455372426,False,1015778.2852734986,763342.4925488892,1192.0,-0.012075657705968579,-0.013742171338975642
CGCL,9,0,HOLD,-4.552098274230957,-4.6343770027160645,-4.553219318389893,-0.01262966881607979,False,1015495.1998242799,763342.4925488892,1192.0,-0.012350980589206965,-0.013742171338975642
CGCL,10,0,HOLD,-4.523395538330078,-4.61430549621582,-4.528504371643066,-0.03157010808516683,False,1005676.0961865846,763342.4925488892,1192.0,-0.021900831815427263,-0.021900831815427263
CGCL,11,0,HOLD,-4.746930122375488,-4.749361038208008,-4.784922122955322,0.042906852937965256,False,1048826.4925488892,763342.4925488892,1192.0,0.0,-0.021900831815427263
CGCL,12,1,BUY,-4.516481399536133,-4.453541278839111,-4.7603983879089355,0.008665875685416324,False,1057915.4925488892,763342.4925488892,1192.0,0.0,-0.021900831815427263
CGCL,13,1,BUY,-4.637310981750488,-4.493561744689941,-4.741729736328125,-0.019436335080469373,False,1047634.4925488892,763342.4925488892,1192.0,-0.009718167540234681,-0.021900831815427263
CGCL,14,1,BUY,-4.921080112457275,-4.895153999328613,-4.9644927978515625,0.006105350842065987,False,1055963.5961865846,763342.4925488892,1192.0,-0.0018450399640162986,-0.021900831815427263
CGCL,15,2,SELL,-4.753481388092041,-4.830971717834473,-4.749537467956543,-0.015250141166196622,False,1048879.4114482575,792526.2923991852,1073.0,-0.008541401618819904,-0.021900831815427263
CGCL,16,0,HOLD,-4.657743453979492,-4.774153709411621,-4.6769537925720215,-0.00892338697613431,False,1048678.2239482575,792526.2923991852,1073.0,-0.008731575126455442,-0.021900831815427263
CGCL,17,0,HOLD,-4.685018062591553,-4.794938087463379,-4.690947532653809,-0.01614282982716573,False,1044775.173350113,792526.2923991852,1073.0,-0.012420953555672612,-0.021900831815427263
CGCL,18,0,HOLD,-4.790182113647461,-4.866991996765137,-4.792553901672363,0.014288355456614221,False,1059703.2923991852,792526.2923991852,1073.0,0.0,-0.021900831815427263
CGCL,19,2,SELL,-4.832022666931152,-4.907203674316406,-4.82706880569458,-0.021905322048628537,False,1048096.7214511872,819142.6493991852,966.0,-0.01095266102431429,-0.021900831815427263
CGCL,20,0,HOLD,-4.769922256469727,-4.861854076385498,-4.773412227630615,-0.011135968898377695,False,1048000.1302951813,819142.6493991852,966.0,-0.011043810270238756,-0.021900831815427263
CGCL,21,0,HOLD,-1.3467954397201538,-1.4173533916473389,-1.3676526546478271,-0.002266752368881384,False,1052624.846451187,819142.6493991852,966.0,-0.006679648915662504,-0.021900831815427263
CGCL,22,0,HOLD,-1.3434959650039673,-1.4046303033828735,-1.359826922416687,-0.006931169578718223,False,1052492.024399185,819142.6493991852,966.0,-0.006804987822274035,-0.021900831815427263
CGCL,23,0,HOLD,-1.3611493110656738,-1.4221112728118896,-1.3795597553253174,-0.023498240907610192,False,1043677.2743991852,819142.6493991852,966.0,-0.015123118060449617,-0.021900831815427263
CGCL,24,0,HOLD,-1.4952119588851929,-1.5709787607192993,-1.5492597818374634,-0.017327691721839043,False,1042518.0773471833,819142.6493991852,966.0,-0.01621700637835558,-0.021900831815427263
CGCL,25,0,HOLD,-1.3795199394226074,-1.4594173431396484,-1.4071589708328247,-0.01833092854437437,False,1041407.1685031891,819142.6493991852,966.0,-0.01726532702807162,-0.021900831815427263
CGCL,26,0,HOLD,-1.3137145042419434,-1.3435860872268677,-1.337853193283081,-0.016391711479412905,False,1041866.0243991852,819142.6493991852,966.0,-0.016832322903910377,-0.021900831815427263
CGCL,27,0,HOLD,-1.3006232976913452,-1.3361550569534302,-1.3315565586090088,-0.015660119991278105,False,1042481.8464511872,819142.6493991852,966.0,-0.016251196039042643,-0.021900831815427263
CGCL,28,0,HOLD,-1.2449357509613037,-1.2878782749176025,-1.265800952911377,-0.02769404117504606,False,1036468.5052951813,819142.6493991852,966.0,-0.021925747773605588,-0.021925747773605588
CGCL,29,0,HOLD,-1.2630720138549805,-1.3130100965499878,-1.2842782735824585,-0.009550682160314804,False,1042952.7743991852,819142.6493991852,966.0,-0.01580679999783392,-0.021925747773605588
CGCL,30,0,HOLD,-1.2297381162643433,-1.2717034816741943,-1.2487488985061646,-0.014589251348329307,False,1043592.7552951813,819142.6493991852,966.0,-0.015202875389326603,-0.021925747773605588
CGCL,31,0,HOLD,-1.1716079711914062,-1.1996616125106812,-1.1828014850616455,-0.007004272937293051,False,1047903.5243991852,819142.6493991852,966.0,-0.011134973425707847,-0.021925747773605588
CGCL,32,1,BUY,-0.9366233944892883,-0.936552107334137,-0.9461572766304016,-0.00849525602449235,False,1049294.3523996735,785955.7456491853,1106.0,-0.009822504161467396,-0.021925747773605588
CGCL,33,0,HOLD,-0.9639575481414795,-0.9672407507896423,-0.9708589911460876,-0.009166963516055449,False,1049639.9773996735,785955.7456491853,1106.0,-0.009496351546410875,-0.021925747773605588
CGCL,34,1,BUY,-0.9343164563179016,-0.9341431856155396,-0.9379907250404358,-0.011646188314220577,False,1048506.3172739411,785955.7456491853,1106.0,-0.01056614167904866,-0.021925747773605588
CGCL,35,0,HOLD,-0.9356309175491333,-0.9384796023368835,-0.9423803687095642,-0.006106781875022685,False,1050856.5672739411,785955.7456491853,1106.0,-0.008348303896664314,-0.021925747773605588
CGCL,36,1,BUY,-0.923089861869812,-0.9056724309921265,-0.9509315490722656,-0.00895093160139385,False,1050538.6023996735,785955.7456491853,1106.0,-0.008648354747263918,-0.021925747773605588
CGCL,37,0,HOLD,-0.9378976225852966,-0.9437353014945984,-0.9448239207267761,-0.005425033379222556,False,1052239.0672739411,785955.7456491853,1106.0,-0.007043693436438227,-0.021925747773605588
CGCL,38,0,HOLD,-0.9334043860435486,-0.9396882057189941,-0.9425634145736694,0.00947296287960464,False,1062206.888898697,785955.7456491853,1106.0,0.0,-0.021925747773605588
CGCL,39,1,BUY,-0.9051203727722168,-0.8765507340431213,-0.8931065797805786,-0.011010971469655571,False,1056358.9240244294,785955.7456491853,1106.0,-0.005505485734827785,-0.021925747773605588
CGCL,40,0,HOLD,-0.8427472710609436,-0.8461209535598755,-0.851906955242157,-0.008872748537377882,False,1054575.4956491853,785955.7456491853,1106.0,-0.007184469738681508,-0.021925747773605588
CGCL,41,0,HOLD,-0.8611717820167542,-0.8709724545478821,-0.8718674778938293,-0.01068521212465165,False,1052722.9422739411,785955.7456491853,1106.0,-0.008928530518747507,-0.021925747773605588
CGCL,42,0,HOLD,-0.8539015650749207,-0.864932656288147,-0.8657235503196716,0.004067027434134443,False,1059593.9773996735,785955.7456491853,1106.0,-0.002459889430516235,-0.021925747773605588
CGCL,43,0,HOLD,-0.8433381915092468,-0.8484519720077515,-0.8570882081985474,-0.015751920373501996,False,1052543.2273996735,785955.7456491853,1106.0,-0.009097720604168538,-0.021925747773605588
CGCL,44,0,HOLD,-0.8758312463760376,-0.876200795173645,-0.8833291530609131,0.050661119525938325,False,1105866.2456491853,785955.7456491853,1106.0,0.0,-0.021925747773605588
CGCL,45,0,HOLD,-1.2074401378631592,-1.240513563156128,-1.2776706218719482,-0.08170989381083031,False,1060686.138898697,785955.7456491853,1106.0,-0.040854946905415176,-0.040854946905415176
CGCL,46,1,BUY,-1.6849747896194458,-1.6357100009918213,-1.6590837240219116,-0.04259134409124805,False,1059746.0490244294,785955.7456491853,1106.0,-0.04170504055640251,-0.04170504055640251
CGCL,47,1,BUY,-1.605504035949707,-1.6010010242462158,-1.6383448839187622,-0.07900379212549477,False,1039561.5490244294,785955.7456491853,1106.0,-0.059957247891070674,-0.059957247891070674
CGCL,48,0,HOLD,-1.6121585369110107,-1.6793251037597656,-1.6597728729248047,-0.07646949604681356,False,1030713.5490244294,785955.7456491853,1106.0,-0.06795821548982932,-0.06795821548982932
CGCL,49,0,HOLD,-1.5892219543457031,-1.664212942123413,-1.6427339315414429,-0.10185445937715333,False,1012630.4422739411,785955.7456491853,1106.0,-0.08431019912404615,-0.08431019912404615
CGCL,50,0,HOLD,-2.0055718421936035,-2.0913963317871094,-2.023249626159668,-0.0706054579755945,False,1019874.7456491853,785955.7456491853,1106.0,-0.07775940385043559,-0.08431019912404615
CGCL,51,0,HOLD,-1.6560466289520264,-1.7420861721038818,-1.7121751308441162,-0.0840131073814162,False,1016556.7456491853,785955.7456491853,1106.0,-0.08075976669997008,-0.08431019912404615
CGCL,52,0,HOLD,-1.5008628368377686,-1.6108722686767578,-1.5623835325241089,-0.06781350697939129,False,1023413.9422739411,785955.7456491853,1106.0,-0.07455901986305905,-0.08431019912404615
CGCL,53,0,HOLD,-1.524359107017517,-1.6166009902954102,-1.5634827613830566,-0.09287022092865292,False,1013681.138898697,785955.7456491853,1106.0,-0.08336008727382048,-0.08431019912404615
CGCL,54,0,HOLD,-1.6261643171310425,-1.6937335729599,-1.6851216554641724,-0.0783412029358417,False,1016335.5490244294,785955.7456491853,1106.0,-0.08095978783781212,-0.08431019912404615
CGCL,55,0,HOLD,-1.6165859699249268,-1.676867127418518,-1.6572188138961792,-0.087433667682115,False,1012906.9422739411,785955.7456491853,1106.0,-0.08406016888658494,-0.08431019912404615
CGCL,56,0,HOLD,-1.641056776046753,-1.6745810508728027,-1.684794545173645,-0.0903362522011714,False,1009588.9422739411,785955.7456491853,1106.0,-0.08706053173611943,-0.08706053173611943
CGCL,57,0,HOLD,-1.4929461479187012,-1.5864266157150269,-1.527519941329956,-0.08590793637135473,False,1010197.2456491853,785955.7456491853,1106.0,-0.08651046216157786,-0.08706053173611943
CGCL,58,0,HOLD,-1.5511510372161865,-1.6248924732208252,-1.5965255498886108,-0.08253005732960776,False,1012298.638898697,785955.7456491853,1106.0,-0.08461023846112652,-0.08706053173611943
CGCL,59,1,BUY,-1.6610909700393677,-1.6343501806259155,-1.686689019203186,-0.0859468114783203,False,1011592.2494873811,759324.6419434358,1236.0,-0.08524900414738835,-0.08706053173611943
CGCL,60,0,HOLD,-1.552798867225647,-1.6156127452850342,-1.5961898565292358,-0.09039595915827785,False,1008873.0343994905,759324.6419434358,1236.0,-0.08770790466866644,-0.08770790466866644
CGCL,61,0,HOLD,-1.5601537227630615,-1.6113616228103638,-1.604325294494629,-0.08185089157277078,False,1011963.0343994905,759324.6419434358,1236.0,-0.08491371503483233,-0.08770790466866644
CGCL,62,0,HOLD,-1.549148678779602,-1.6057261228561401,-1.586221694946289,-0.005502452103410299,False,1053925.249487381,759324.6419434358,1236.0,-0.04696860616386114,-0.08770790466866644
CGCL,63,1,BUY,-1.7776933908462524,-1.7084293365478516,-1.929194450378418,-0.08602052220271071,False,1032851.4457154084,759324.6419434358,1236.0,-0.06602498287748569,-0.08770790466866644
CGCL,64,1,BUY,-1.949432373046875,-1.872916340827942,-1.9267959594726562,-0.06463638629474838,False,1033593.0343994906,759324.6419434358,1236.0,-0.06535438759799345,-0.08770790466866644
CGCL,65,0,HOLD,-1.4665309190750122,-1.5112632513046265,-1.5057363510131836,-0.059801955987176206,False,1036559.4457154084,759324.6419434358,1236.0,-0.06267195531688476,-0.08770790466866644
CGCL,66,0,HOLD,-1.28958261013031,-1.3123031854629517,-1.3093408346176147,-0.07630146109592044,False,1029267.0343994906,759324.6419434358,1236.0,-0.0692662530853612,-0.08770790466866644
CGCL,67,0,HOLD,-1.2799898386001587,-1.314499020576477,-1.2931056022644043,-0.07019365109503513,False,1028772.6419434358,759324.6419434358,1236.0,-0.06971331660502274,-0.08770790466866644
CGCL,68,0,HOLD,-1.2833805084228516,-1.3401074409484863,-1.3125989437103271,-0.06762613401764819,False,1029885.0343994906,759324.6419434358,1236.0,-0.06870741515859438,-0.08770790466866644
CGCL,69,0,HOLD,-1.27467679977417,-1.3101806640625,-1.2973840236663818,-0.008096667433302562,False,1062206.4457154083,759324.6419434358,1236.0,-0.03948018135606174,-0.08770790466866644
CGCL,70,1,BUY,-1.3806416988372803,-1.332140564918518,-1.45846426486969,-0.052711678799532743,False,1055037.6419434357,759324.6419434358,1236.0,-0.0459627047174329,-0.08770790466866644
CGCL,71,1,BUY,-1.371030330657959,-1.3361598253250122,-1.3421365022659302,-0.06610765441302291,False,1044160.8381714631,759324.6419434358,1236.0,-0.05579825563940488,-0.08770790466866644
CGCL,72,0,HOLD,-1.3118970394134521,-1.3550447225570679,-1.3279616832733154,-0.06477370758029177,False,1039340.4457154084,759324.6419434358,1236.0,-0.060157184646434055,-0.08770790466866644
CGCL,73,0,HOLD,-1.3101048469543457,-1.3631442785263062,-1.331689476966858,-0.055428049873666355,False,1041874.249487381,759324.6419434358,1236.0,-0.057865945735814175,-0.08770790466866644
CGCL,74,0,HOLD,-1.2491908073425293,-1.2872856855392456,-1.2605725526809692,-0.060630773193069885,False,1040391.0343994906,759324.6419434358,1236.0,-0.059207170403558405,-0.08770790466866644
CGCL,75,0,HOLD,-1.2673665285110474,-1.3229318857192993,-1.2920578718185425,-0.06347267709822582,False,1038104.4457154084,759324.6419434358,1236.0,-0.0612748604999677,-0.08770790466866644
CGCL,76,0,HOLD,-1.2829844951629639,-1.3402042388916016,-1.3079122304916382,-0.05827405371234263,False,1039711.249487381,759324.6419434358,1236.0,-0.059821878479498054,-0.08770790466866644
CGCL,77,0,HOLD,-1.2438441514968872,-1.2894845008850098,-1.261167287826538,-0.06397352693495689,False,1037486.4457154084,759324.6419434358,1236.0,-0.06183369842673452,-0.08770790466866644
CGCL,78,0,HOLD,-1.2879794836044312,-1.3303056955337524,-1.3110207319259644,-0.06471996932530591,False,1035941.4457154084,759324.6419434358,1236.0,-0.06323079324365158,-0.08770790466866644
CGCL,79,0,HOLD,-1.3108891248703003,-1.362463116645813,-1.3432618379592896,-0.06970102204268756,False,1032480.6419434358,759324.6419434358,1236.0,-0.0663602890444218,-0.08770790466866644
CGCL,80,0,HOLD,-1.2803938388824463,-1.3354448080062866,-1.304397463798523,-0.06254089517004567,False,1034520.0343994906,759324.6419434358,1236.0,-0.06451613070784322,-0.08770790466866644
CGCL,81,0,HOLD,-1.2345404624938965,-1.2788375616073608,-1.2490135431289673,-0.06555671841200811,False,1033963.8381714631,759324.6419434358,1236.0,-0.06501908143105745,-0.08770790466866644
CGCL,82,0,HOLD,-1.2260462045669556,-1.2670762538909912,-1.2399702072143555,-0.0714956998721057,False,1030503.0343994906,759324.6419434358,1236.0,-0.06814857723182756,-0.08770790466866644
CGCL,83,0,HOLD,-1.0838145017623901,-1.107804536819458,-1.0971367359161377,-0.08286207802700167,False,1022654.4457154084,759324.6419434358,1236.0,-0.07524580866913826,-0.08770790466866644
CGCL,84,0,HOLD,-1.1171480417251587,-1.137372612953186,-1.1295138597488403,-0.028254651698165698,False,1047621.6419434358,759324.6419434358,1236.0,-0.05266875983863466,-0.08770790466866644
CGCL,85,1,BUY,-1.118215799331665,-1.1023108959197998,-1.1735856533050537,-0.07966428042410043,False,1033098.6419434358,759324.6419434358,1236.0,-0.06580145111765498,-0.08770790466866644
CGCL,86,1,BUY,-1.1999634504318237,-1.1987143754959106,-1.201385736465454,-0.03525564688581777,False,1049413.838171463,759324.6419434358,1236.0,-0.051048133261886994,-0.08770790466866644
CGCL,87,1,BUY,-1.1967359781265259,-1.1895771026611328,-1.2444533109664917,-0.060918688000121735,False,1044099.0343994906,759324.6419434358,1236.0,-0.05585414284295748,-0.08770790466866644
CGCL,88,0,HOLD,-1.133604645729065,-1.1480069160461426,-1.1459181308746338,-0.06713133965554549,False,1038042.6419434358,759324.6419434358,1236.0,-0.0613307477035204,-0.08770790466866644
CGCL,89,0,HOLD,-1.1796046495437622,-1.2003536224365234,-1.194667100906372,-0.0662937471388738,False,1035385.249487381,759324.6419434358,1236.0,-0.0637337439668658,-0.08770790466866644
CGCL,90,0,HOLD,-1.1093974113464355,-1.1345019340515137,-1.1236103773117065,-0.05818631549262978,False,1038351.6419434358,759324.6419434358,1236.0,-0.06105132874013699,-0.08770790466866644
CGCL,91,0,HOLD,-1.037918210029602,-1.0490468740463257,-1.0491136312484741,-0.06739839486628778,False,1034952.6419434358,759324.6419434358,1236.0,-0.06412493733735451,-0.08770790466866644
CGCL,92,0,HOLD,-1.0766174793243408,-1.0945075750350952,-1.0903159379959106,-0.06516530031064306,False,1034396.4457154084,759324.6419434358,1236.0,-0.06462788806056864,-0.08770790466866644
CGCL,93,0,HOLD,-1.0678050518035889,-1.0877165794372559,-1.0804048776626587,-0.06439665167773433,False,1034520.0343994906,759324.6419434358,1236.0,-0.06451613070784322,-0.08770790466866644
CGCL,94,0,HOLD,-1.0556164979934692,-1.0721896886825562,-1.0693378448486328,-0.06474735281714429,False,1034396.4457154084,759324.6419434358,1236.0,-0.06462788806056864,-0.08770790466866644
CGCL,95,0,HOLD,-1.0271649360656738,-1.0359773635864258,-1.0357757806777954,-0.0660154475059832,False,1033654.8381714631,759324.6419434358,1236.0,-0.06529850039444085,-0.08770790466866644
CGCL,96,0,HOLD,-1.0416407585144043,-1.0525083541870117,-1.0503795146942139,-0.06576117990349951,False,1033407.6419434358,759324.6419434358,1236.0,-0.06552203215427156,-0.08770790466866644
CGCL,97,0,HOLD,-1.0510135889053345,-1.0650941133499146,-1.0644060373306274,-0.09051020308110366,False,1020058.8381714631,759324.6419434358,1236.0,-0.07759293478331095,-0.08770790466866644
CGCL,98,1,BUY,-1.13935124874115,-1.1333285570144653,-1.1667591333389282,-0.0747976970958714,False,1021542.0343994906,759324.6419434358,1236.0,-0.07625172716994648,-0.08770790466866644
CGCL,99,0,HOLD,-1.1014903783798218,-1.1267788410186768,-1.1189252138137817,-0.0789284660512364,False,1020120.6419434358,759324.6419434358,1236.0,-0.07753704757975824,-0.08770790466866644
CGCL,100,0,HOLD,-1.0913805961608887,-1.095160722732544,-1.1136431694030762,-0.0760230185820931,False,1020924.0343994905,759324.6419434358,1236.0,-0.07681056509671341,-0.08770790466866644
CGCL,101,0,HOLD,-1.0724561214447021,-1.0900522470474243,-1.0858548879623413,-0.049103252609331335,False,1035632.4457154084,759324.6419434358,1236.0,-0.063510212207035,-0.08770790466866644
CGCL,102,0,HOLD,-1.1192593574523926,-1.1211570501327515,-1.156084656715393,-0.09563521099497407,False,1018452.0343994905,759324.6419434358,1236.0,-0.0790459168037807,-0.08770790466866644
CGCL,103,0,HOLD,-1.2199862003326416,-1.2432113885879517,-1.230541706085205,-0.06762261197068842,False,1024508.4457154084,759324.6419434358,1236.0,-0.07356929488883779,-0.08770790466866644
CGCL,104,0,HOLD,-1.1557247638702393,-1.181389570236206,-1.1742304563522339,-0.07356929488883779,False,1024508.4457154084,759324.6419434358,1236.0,-0.07356929488883779,-0.08770790466866644
CGCL,105,0,HOLD,-1.021183967590332,-1.0273488759994507,-1.0320011377334595,-0.07217485132172671,False,1025250.0343994906,759324.6419434358,1236.0,-0.07289869960934556,-0.08770790466866644
CGCL,106,0,HOLD,-1.0001193284988403,-1.0101535320281982,-1.011828899383545,-0.07426940000669045,False,1024520.7989258575,759324.6419434358,1236.0,-0.07355812426987939,-0.08770790466866644
CGCL,107,0,HOLD,-0.9800248742103577,-0.9918569326400757,-0.9919442534446716,-0.07523147444729028,False,1023630.8774170687,759324.6419434358,1236.0,-0.07436285224877381,-0.08770790466866644
CGCL,108,0,HOLD,-0.9563784003257751,-0.962416410446167,-0.9644893407821655,-0.07529289500144,False,1023136.4849610139,759324.6419434358,1236.0,-0.07480991576843533,-0.08770790466866644
CGCL,109,0,HOLD,-0.9567782282829285,-0.9635535478591919,-0.9709838032722473,-0.07341450156694926,False,1023878.0736450959,759324.6419434358,1236.0,-0.0741393204889432,-0.08770790466866644
CGCL,110,0,HOLD,-0.9508525133132935,-0.956990659236908,-0.9609478116035461,-0.05051882743766578,False,1036435.8381714631,759324.6419434358,1236.0,-0.06278372972399016,-0.08770790466866644
CGCL,111,1,BUY,-0.9532119631767273,-0.9474210143089294,-0.9796187281608582,-0.06652628188982372,False,1034433.5242066194,759324.6419434358,1236.0,-0.06459435914931304,-0.08770790466866644
CGCL,112,1,BUY,-0.990869402885437,-0.9867622256278992,-1.0001142024993896,-0.07231820996762116,False,1030305.2887329867,759324.6419434358,1236.0,-0.06832739240706408,-0.08770790466866644
CGCL,113,0,HOLD,-0.9945953488349915,-1.00021231174469,-0.9991018772125244,-0.0601704504706958,False,1034655.9951538851,759324.6419434358,1236.0,-0.06439318568177932,-0.08770790466866644
CGCL,114,0,HOLD,-0.9597501158714294,-0.9618355631828308,-0.9747492671012878,-0.07019698524674928,False,1031553.6419434358,759324.6419434358,1236.0,-0.06719854593457203,-0.08770790466866644
CGCL,115,0,HOLD,-0.961243212223053,-0.9650669693946838,-0.9911482930183411,-0.07574410639571455,False,1026992.7989258575,759324.6419434358,1236.0,-0.07132277256281211,-0.08770790466866644
CGCL,116,0,HOLD,-1.0296260118484497,-1.038210153579712,-1.0394879579544067,-0.0761044175700733,False,1024446.6419434358,759324.6419434358,1236.0,-0.0736251820923905,-0.08770790466866644
CGCL,117,1,BUY,-1.1178855895996094,-1.068915843963623,-1.0746104717254639,-0.07729739210324926,False,1022493.7596802522,759324.6419434358,1236.0,-0.07539111198749926,-0.08770790466866644
CGCL,118,0,HOLD,-0.9807150959968567,-0.9890875816345215,-1.0071499347686768,-0.07238992621677717,False,1024088.2102417756,759324.6419434358,1236.0,-0.073949300585988,-0.08770790466866644
