symbol,step,action_id,trade_action,q_hold,q_buy,q_sell,reward,executed,portfolio_value,cash,shares,current_drawdown,max_drawdown
IDEA,114,1,BUY,-1.5289958715438843,-1.495030164718628,-1.5371475219726562,0.011196226852566049,False,1018330.1975643052,701514.4488460434,18484.0,0.0,-0.08446606048138512
IDEA,115,1,BUY,-1.469922423362732,-1.4427616596221924,-1.4990483522415161,0.002178169239894334,False,1020548.2930766953,701514.4488460434,18484.0,0.0,-0.08446606048138512
IDEA,116,1,BUY,-1.4626338481903076,-1.4083470106124878,-1.458497166633606,-0.002535645530757067,False,1019254.4187175644,701514.4488460434,18484.0,-0.0012678227653785546,-0.08446606048138512
IDEA,117,1,BUY,-1.4437718391418457,-1.4113237857818604,-1.457490086555481,0.015051902947927243,False,1034596.1373073471,701514.4488460434,18484.0,0.0,-0.08446606048138512
IDEA,118,1,BUY,-1.4160128831863403,-1.4152318239212036,-1.4480152130126953,0.008932954286929196,False,1043838.1373073471,701514.4488460434,18484.0,0.0,-0.08446606048138512
IDEA,119,1,BUY,-1.4065632820129395,-1.3993984460830688,-1.4388504028320312,-0.022311772921194337,False,1032193.1975643052,701514.4488460434,18484.0,-0.01115588646059716,-0.08446606048138512
IDEA,120,2,SELL,-1.5071980953216553,-1.4800097942352295,-1.4697809219360352,-0.019874249997052736,False,1027668.4409607284,734542.1069992416,16636.0,-0.015490616570428778,-0.08446606048138512
IDEA,121,1,BUY,-1.5186418294906616,-1.4959948062896729,-1.5435986518859863,-0.03476589122718249,False,1017686.8346145981,734542.1069992416,16636.0,-0.02505302475363486,-0.08446606048138512
IDEA,122,1,BUY,-1.5173124074935913,-1.4895336627960205,-1.5191597938537598,-0.010525166139962773,False,1025173.015576207,734542.1069992416,16636.0,-0.01788124141477352,-0.08446606048138512
IDEA,123,1,BUY,-1.1625906229019165,-1.1539074182510376,-1.189388394355774,-0.017559585636735563,False,1025339.3793838852,734542.1069992416,16636.0,-0.01772186439861336,-0.08446606048138512
IDEA,124,0,HOLD,-1.0000460147857666,-1.0057705640792847,-1.0388904809951782,-0.030265106144543943,False,1018851.3495376938,734542.1069992416,16636.0,-0.023937416038571382,-0.08446606048138512
IDEA,125,0,HOLD,-1.0282784700393677,-1.0299625396728516,-1.0478707551956177,-0.04103816824185579,False,1010034.2581146591,734542.1069992416,16636.0,-0.03238421550671399,-0.08446606048138512
IDEA,126,0,HOLD,-1.0538731813430786,-1.060367465019226,-1.0720057487487793,-0.02298584689964223,False,1014858.713345372,734542.1069992416,16636.0,-0.02776237323224229,-0.08446606048138512
IDEA,127,0,HOLD,-0.9808213114738464,-0.9873353242874146,-1.009688377380371,-0.03455165624727263,False,1011365.136845433,734542.1069992416,16636.0,-0.03110922977549035,-0.08446606048138512
IDEA,128,0,HOLD,-1.0169259309768677,-1.0248974561691284,-1.0251750946044922,-0.033700138591550736,False,1010034.2581146591,734542.1069992416,16636.0,-0.03238421550671399,-0.08446606048138512
IDEA,129,0,HOLD,-1.021124243736267,-1.0332858562469482,-1.035968542098999,-0.047615983944216275,False,1002215.3495376938,734542.1069992416,16636.0,-0.039874752877895644,-0.08446606048138512
IDEA,130,0,HOLD,-1.0551178455352783,-1.0633028745651245,-1.0739812850952148,-0.020678175300909152,False,1012030.5920761459,734542.1069992416,16636.0,-0.03047172171084972,-0.08446606048138512
IDEA,131,0,HOLD,-0.9717646837234497,-0.9845569729804993,-1.0022621154785156,-0.02658668727965198,False,1014026.8943069809,734542.1069992416,16636.0,-0.02855925831304308,-0.08446606048138512
IDEA,132,0,HOLD,-0.9987958669662476,-1.025367259979248,-1.0251554250717163,-0.04570112190368189,False,1005209.8346145981,734542.1069992416,16636.0,-0.037006027383128054,-0.08446606048138512
IDEA,133,0,HOLD,-1.0234681367874146,-1.0305756330490112,-1.0517350435256958,-0.050000892064802675,False,998555.4250954025,734542.1069992416,16636.0,-0.04338097123827505,-0.08446606048138512
IDEA,134,0,HOLD,-1.0462952852249146,-1.0579787492752075,-1.053459644317627,-0.04272900824529582,False,998888.152710759,734542.1069992416,16636.0,-0.04306221720595473,-0.08446606048138512
IDEA,135,0,HOLD,-0.9662044644355774,-0.9745759963989258,-1.00431227684021,-0.06294326811116532,False,988740.1825569504,734542.1069992416,16636.0,-0.052784002405320975,-0.08446606048138512
IDEA,136,0,HOLD,-1.123354196548462,-1.143035888671875,-1.1261200904846191,-0.04295515965078959,False,993730.9857300156,734542.1069992416,16636.0,-0.04800279831371793,-0.08446606048138512
IDEA,137,0,HOLD,-1.0429837703704834,-1.0540817975997925,-1.0834029912948608,-0.06107410028356663,False,987076.5920761459,734542.1069992416,16636.0,-0.05437772696983611,-0.08446606048138512
IDEA,138,1,BUY,-0.9908419847488403,-0.9845059514045715,-1.0255987644195557,-0.028144835600691885,False,1000385.3793838852,734542.1069992416,16636.0,-0.04162786965759976,-0.08446606048138512
IDEA,139,0,HOLD,-0.9589204788208008,-0.9705680012702942,-1.0037987232208252,-0.03934819462660026,False,1001549.8943069809,734542.1069992416,16636.0,-0.04051226094253628,-0.08446606048138512
IDEA,140,0,HOLD,-0.9638087749481201,-0.9641210436820984,-0.9767709970474243,-0.0353046510771719,False,1004211.6517685287,734542.1069992416,16636.0,-0.037962289480089006,-0.08446606048138512
IDEA,141,1,BUY,-0.949393630027771,-0.9493070840835571,-0.9576672315597534,-0.03601203090408764,False,1005209.8346145981,734542.1069992416,16636.0,-0.037006027383128054,-0.08446606048138512
IDEA,142,1,BUY,-0.9422836303710938,-0.9388360977172852,-0.9460959434509277,-0.04610244195493852,False,1000551.7431915634,734542.1069992416,16636.0,-0.0414684926414396,-0.08446606048138512
IDEA,143,1,BUY,-0.947283148765564,-0.9454290270805359,-0.9515284299850464,-0.03723511665601309,False,1002714.4409607284,734542.1069992416,16636.0,-0.03939662182941517,-0.08446606048138512
IDEA,144,0,HOLD,-0.9433005452156067,-0.954338550567627,-0.9816843271255493,-0.06411816954606574,False,990071.0612877243,734542.1069992416,16636.0,-0.05150901667409734,-0.08446606048138512
IDEA,145,1,BUY,-1.0147682428359985,-1.008567214012146,-1.0373406410217285,-0.05772963545454108,False,986910.2282684677,734542.1069992416,16636.0,-0.05453710398599627,-0.08446606048138512
IDEA,146,0,HOLD,-1.0625054836273193,-1.0754350423812866,-1.0721311569213867,-0.03650040513623306,False,996060.0314415329,734542.1069992416,16636.0,-0.045771565684562164,-0.08446606048138512
IDEA,147,0,HOLD,-1.0004721879959106,-1.0102583169937134,-1.0153504610061646,-0.04120210580651685,False,998389.0612877243,734542.1069992416,16636.0,-0.04354034825443521,-0.08446606048138512
IDEA,148,0,HOLD,-0.9945462346076965,-0.9970843195915222,-1.0066369771957397,-0.03571628150817954,False,1002381.713345372,734542.1069992416,16636.0,-0.039715375861735486,-0.08446606048138512
IDEA,149,0,HOLD,-1.0013313293457031,-1.0029151439666748,-1.0075877904891968,-0.042643423618051825,False,1000884.4708069199,734542.1069992416,16636.0,-0.04114973860911928,-0.08446606048138512
IDEA,150,1,BUY,-0.9693349003791809,-0.9686465263366699,-0.977252721786499,-0.05873140069134775,False,991901.0314415329,734542.1069992416,16636.0,-0.049755899894393225,-0.08446606048138512
IDEA,151,0,HOLD,-0.9818330407142639,-0.9926552176475525,-1.004629373550415,-0.039288975028408266,False,997224.5463646286,734542.1069992416,16636.0,-0.044655956969498686,-0.08446606048138512
IDEA,152,0,HOLD,-0.9715163707733154,-0.9842649102210999,-1.0095871686935425,-0.04172018459084335,False,998721.7889030807,734542.1069992416,16636.0,-0.04322159422211489,-0.08446606048138512
IDEA,153,1,BUY,-0.9645858407020569,-0.9645029306411743,-0.9755544066429138,-0.04093998018301154,False,999886.3038261764,734542.1069992416,16636.0,-0.04210598550705141,-0.08446606048138512
IDEA,154,0,HOLD,-0.9598488211631775,-0.9621567726135254,-0.977556586265564,-0.04243174524796901,False,999719.9400184982,734542.1069992416,16636.0,-0.04226536252321157,-0.08446606048138512
IDEA,155,0,HOLD,-0.9599958658218384,-0.96122145652771,-0.9759267568588257,-0.04226536252321157,False,999719.9400184982,734542.1069992416,16636.0,-0.04226536252321157,-0.08446606048138512
IDEA,156,0,HOLD,-0.9200721979141235,-0.9204387664794922,-0.929534375667572,-0.033795044720086105,False,1004045.3196915024,734542.1069992416,16636.0,-0.03812163609819153,-0.08446606048138512
IDEA,157,0,HOLD,-0.9131039381027222,-0.9145998954772949,-0.9301121234893799,-0.05047406863605913,False,997723.6219223375,734542.1069992416,16636.0,-0.04417784112004691,-0.08446606048138512
IDEA,158,0,HOLD,-0.9399433135986328,-0.9437353014945984,-0.9561865925788879,-0.04515617120392494,False,997224.5463646286,734542.1069992416,16636.0,-0.044655956969498686,-0.08446606048138512
IDEA,159,0,HOLD,-0.896584689617157,-0.9044259190559387,-0.9163420796394348,-0.03650101641295044,False,1001383.5622299545,734542.1069992416,16636.0,-0.040671607560638805,-0.08446606048138512
IDEA,160,1,BUY,-0.8676658272743225,-0.8655054569244385,-0.8949462175369263,-0.04295015328845489,False,1000219.0314415329,734542.1069992416,16636.0,-0.041787231474731096,-0.08446606048138512
IDEA,161,0,HOLD,-0.8650770783424377,-0.8667029142379761,-0.8944147229194641,-0.031039266056517294,False,1005708.8943069809,734542.1069992416,16636.0,-0.03652792673270521,-0.08446606048138512
IDEA,162,1,BUY,-0.9058248996734619,-0.895172655582428,-0.9179043173789978,-0.05796396664237376,False,994729.152710759,734542.1069992416,16636.0,-0.0470465514157858,-0.08446606048138512
IDEA,163,0,HOLD,-0.9129344820976257,-0.9300969839096069,-0.9283450245857239,-0.06631683389612075,False,984913.9101723068,734542.1069992416,16636.0,-0.056449582582831725,-0.08446606048138512
IDEA,164,1,BUY,-1.020100712776184,-1.0125623941421509,-1.0317898988723755,-0.054479910922213416,False,985912.0612877243,734542.1069992416,16636.0,-0.055493350883928406,-0.08446606048138512
IDEA,165,0,HOLD,-0.9639714360237122,-0.9690572023391724,-0.995890200138092,-0.06468043688247,False,981253.9857300156,734542.1069992416,16636.0,-0.05995580094321113,-0.08446606048138512
IDEA,166,0,HOLD,-0.9873330593109131,-0.9891725778579712,-1.0146722793579102,-0.0514040935504983,False,985579.3495376938,734542.1069992416,16636.0,-0.055812089717219904,-0.08446606048138512
IDEA,167,0,HOLD,-0.9717316627502441,-0.9777764678001404,-1.0033620595932007,-0.1129132253638466,False,956632.713345372,734542.1069992416,16636.0,-0.0835430521698772,-0.08446606048138512
IDEA,168,2,SELL,-1.3929587602615356,-1.3785157203674316,-1.3614915609359741,-0.0880869384478083,False,954364.5537271183,756720.9565829914,14973.0,-0.08571595574293939,-0.08571595574293939
IDEA,169,1,BUY,-1.2529630661010742,-1.2439614534378052,-1.2900663614273071,-0.07383641322465555,False,960287.0887490013,715786.4635744789,18071.0,-0.08004214980482664,-0.08571595574293939
IDEA,170,0,HOLD,-1.149625301361084,-1.1525306701660156,-1.1961926221847534,-0.09413298443468864,False,953239.4097786644,715786.4635744789,18071.0,-0.08679384694871227,-0.08679384694871227
IDEA,171,0,HOLD,-1.2129238843917847,-1.219177484512329,-1.2230985164642334,-0.07301142019344486,False,960106.3918467262,715786.4635744789,18071.0,-0.08021525796768914,-0.08679384694871227
IDEA,172,0,HOLD,-1.1969664096832275,-1.2073527574539185,-1.2274713516235352,-0.08419001380208982,False,958118.5708170631,715786.4635744789,18071.0,-0.08211959634987434,-0.08679384694871227
IDEA,173,0,HOLD,-1.0721904039382935,-1.0783556699752808,-1.0833908319473267,-0.08826900799400288,False,955046.4994383552,715786.4635744789,18071.0,-0.08506264974954462,-0.08679384694871227
IDEA,174,0,HOLD,-1.085080862045288,-1.0877389907836914,-1.0963621139526367,-0.08941068514363107,False,952877.981506417,715786.4635744789,18071.0,-0.08714009629459232,-0.08714009629459232
IDEA,175,0,HOLD,-1.0838450193405151,-1.1001228094100952,-1.0996392965316772,-0.09512098521051555,False,948902.3566809394,715786.4635744789,18071.0,-0.09094875654888519,-0.09094875654888519
IDEA,176,0,HOLD,-1.0836549997329712,-1.085166573524475,-1.1043624877929688,-0.18256631248725283,False,903363.4456425407,715786.4635744789,18071.0,-0.13457516701504188,-0.13457516701504188
IDEA,177,0,HOLD,-1.9048311710357666,-1.9869616031646729,-1.9203530550003052,-0.13121670320680986,False,904989.8383999565,715786.4635744789,18071.0,-0.13301707797873671,-0.13457516701504188
IDEA,178,0,HOLD,-1.8473643064498901,-1.8662230968475342,-1.8731727600097656,-0.1199690114390691,False,911314.6780596473,715786.4635744789,18071.0,-0.12695786301653364,-0.13457516701504188
IDEA,179,2,SELL,-1.6878126859664917,-1.708860993385315,-1.6868760585784912,-0.1320121909225191,False,908855.5325244224,735318.6512835777,16264.0,-0.12931373165874332,-0.13457516701504188
IDEA,180,1,BUY,-1.6502569913864136,-1.62520432472229,-1.6620415449142456,-0.14300796443197564,False,902202.3168408191,681648.2841498172,21289.0,-0.13568753181588813,-0.13568753181588813
IDEA,181,0,HOLD,-1.6355230808258057,-1.6421074867248535,-1.651955246925354,-0.13480767913071134,False,902628.1065861499,681648.2841498172,21289.0,-0.13527962398984417,-0.13568753181588813
IDEA,182,1,BUY,-1.412947654724121,-1.3745311498641968,-1.4571298360824585,-0.12271444600034162,False,908710.3497811591,676972.6130982672,21739.0,-0.12945281715301146,-0.13568753181588813
IDEA,183,0,HOLD,-1.2843303680419922,-1.336983561515808,-1.3038702011108398,-0.14287750778333191,False,902188.6456347739,676972.6130982672,21739.0,-0.13570062887141482,-0.13570062887141482
IDEA,184,1,BUY,-1.45387864112854,-1.4329408407211304,-1.4657466411590576,-0.14424860077729157,False,898052.0336098401,676651.1319489209,21770.0,-0.13966351533540672,-0.13966351533540672
IDEA,185,0,HOLD,-1.455581545829773,-1.460392951965332,-1.4843485355377197,-0.15319264822671355,False,891521.0294575421,676651.1319489209,21770.0,-0.14592023648677713,-0.14592023648677713
IDEA,186,1,BUY,-1.4610557556152344,-1.4587608575820923,-1.4869043827056885,-0.1496935959375523,False,889706.6364803521,668648.4373417108,22580.0,-0.14765843028554973,-0.14765843028554973
IDEA,187,1,BUY,-1.4527231454849243,-1.4459919929504395,-1.4770451784133911,-0.17746042763036793,False,875392.3030703742,667286.2665370185,22719.0,-0.16137160371577405,-0.16137160371577405
IDEA,188,2,SELL,-1.5364952087402344,-1.5167427062988281,-1.513802170753479,-0.14681299855678218,False,882323.8238308378,688067.8238308378,20448.0,-0.15473118647795978,-0.16137160371577405
IDEA,189,1,BUY,-1.4348613023757935,-1.4270416498184204,-1.474660038948059,-0.16983773426139617,False,875100.5580890166,661745.5278308379,23216.0,-0.16165109626440824,-0.16165109626440824
IDEA,190,0,HOLD,-1.3649709224700928,-1.3837862014770508,-1.4017661809921265,-0.15579859308830227,False,877886.4975726592,661745.5278308379,23216.0,-0.15898215806022545,-0.16165109626440824
IDEA,191,0,HOLD,-1.3397102355957031,-1.3594080209732056,-1.3755600452423096,-0.16531138630908457,False,874868.4149157988,661745.5278308379,23216.0,-0.1618734901058678,-0.1618734901058678
IDEA,192,0,HOLD,-1.311554193496704,-1.3279383182525635,-1.3478753566741943,-0.16626347778959288,False,872778.9713733183,661745.5278308379,23216.0,-0.1638751831536715,-0.1638751831536715
IDEA,193,0,HOLD,-1.2978482246398926,-1.3027523756027222,-1.3295515775680542,-0.16240996358306095,False,873475.4451739775,661745.5278308379,23216.0,-0.1632079592079592,-0.1638751831536715
IDEA,194,0,HOLD,-1.3339834213256836,-1.34096097946167,-1.3634892702102661,-0.15490857634987462,False,877422.1669452178,661745.5278308379,23216.0,-0.15942698816447817,-0.1638751831536715
IDEA,195,1,BUY,-1.3025619983673096,-1.2963134050369263,-1.3306015729904175,-0.17132161446061678,False,871751.8627993618,658072.308295921,23611.0,-0.1648591561828674,-0.1648591561828674
IDEA,196,0,HOLD,-1.3428791761398315,-1.3441481590270996,-1.3713300228118896,-0.16635026139197967,False,871043.539104179,658072.308295921,23611.0,-0.16553773236232178,-0.16553773236232178
IDEA,197,0,HOLD,-0.9867451786994934,-0.9924815893173218,-1.008089303970337,-0.1913952617380931,False,858765.808295921,658072.308295921,23611.0,-0.17729983452111944,-0.17729983452111944
IDEA,198,0,HOLD,-1.1102259159088135,-1.118396520614624,-1.1199105978012085,-0.1823112051835084,False,856404.6992890392,658072.308295921,23611.0,-0.17956178388136446,-0.17956178388136446
IDEA,199,0,HOLD,-1.095399022102356,-1.0959826707839966,-1.1241247653961182,-0.18709016224850472,False,852863.058295921,658072.308295921,23611.0,-0.1829546863501842,-0.1829546863501842
IDEA,200,1,BUY,-1.1265257596969604,-1.1236376762390137,-1.1582224369049072,-0.18960073444945388,False,849743.6155033031,639648.1525459209,25842.0,-0.18594312170345137,-0.18594312170345137
IDEA,201,0,HOLD,-1.0885989665985107,-1.090273380279541,-1.1250383853912354,-0.2118722082008614,False,837597.8686027447,639648.1525459209,25842.0,-0.19757878289119957,-0.19757878289119957
IDEA,202,1,BUY,-1.283287763595581,-1.271691083908081,-1.287145733833313,-0.1628984022750279,False,853714.0863939625,628200.3363939625,27335.0,-0.18213939893384506,-0.19757878289119957
IDEA,203,0,HOLD,-1.1132097244262695,-1.1215059757232666,-1.1477969884872437,-0.19901911545467804,False,845786.93743671,628200.3363939625,27335.0,-0.18973363090710976,-0.19757878289119957
IDEA,204,2,SELL,-1.1379597187042236,-1.1429203748703003,-1.1355091333389282,-0.20452402202761413,False,838876.6175949008,649933.261818114,24602.0,-0.19635373760261224,-0.19757878289119957
IDEA,205,1,BUY,-1.1603507995605469,-1.147573471069336,-1.1952784061431885,-0.17056788593683128,False,850869.627797712,629161.1509224068,27304.0,-0.1848643986197044,-0.19757878289119957
IDEA,206,1,BUY,-1.1374235153198242,-1.1340770721435547,-1.1717976331710815,-0.16564294765194934,False,859879.9457145821,629161.1509224068,27304.0,-0.17623248760320057,-0.19757878289119957
IDEA,207,0,HOLD,-1.0866849422454834,-1.087834358215332,-1.1028114557266235,-0.20924150170477823,False,844316.6740471016,629161.1509224068,27304.0,-0.19114214755069686,-0.19757878289119957
IDEA,208,1,BUY,-1.2437161207199097,-1.2348895072937012,-1.2367490530014038,-0.1759332029120021,False,851415.7202964913,629161.1509224068,27304.0,-0.18434124040267663,-0.19757878289119957
IDEA,209,1,BUY,-1.1646870374679565,-1.1568117141723633,-1.186706304550171,-0.1825944683736637,False,852234.8330055367,629161.1509224068,27304.0,-0.18355652802269176,-0.19757878289119957
IDEA,210,1,BUY,-1.1075888872146606,-1.093908667564392,-1.1212780475616455,-0.19053997296150477,False,848958.3561302315,629161.1509224068,27304.0,-0.186695402488188,-0.19757878289119957
IDEA,211,1,BUY,-1.154471516609192,-1.152090072631836,-1.1760324239730835,-0.19660965022572546,False,844316.6740471016,629161.1509224068,27304.0,-0.19114214755069686,-0.19757878289119957
IDEA,212,0,HOLD,-1.193900465965271,-1.204909086227417,-1.217480182647705,-0.19406695317906544,False,842951.4688392769,629161.1509224068,27304.0,-0.19245001814770948,-0.19757878289119957
IDEA,213,0,HOLD,-1.1580371856689453,-1.1625555753707886,-1.1801254749298096,-0.20181773137189984,False,838582.8330055367,629161.1509224068,27304.0,-0.19663518410170444,-0.19757878289119957
IDEA,214,0,HOLD,-1.1893808841705322,-1.204338550567627,-1.2091821432113647,-0.21483745248958575,False,830118.5945678841,629161.1509224068,27304.0,-0.2047439493739589,-0.2047439493739589
IDEA,215,0,HOLD,-1.2442783117294312,-1.2482842206954956,-1.2679706811904907,-0.2059249282071078,False,829572.5150886666,629161.1509224068,27304.0,-0.20526709511820826,-0.20526709511820826
IDEA,216,0,HOLD,-1.2057664394378662,-1.2107923030853271,-1.2438292503356934,-0.21058346258247077,False,827115.1509224068,629161.1509224068,27304.0,-0.20762125720371963,-0.20762125720371963
IDEA,217,0,HOLD,-1.2043120861053467,-1.207850694656372,-1.2274478673934937,-0.21649652812338174,False,823019.5483184945,629161.1509224068,27304.0,-0.2115448565219791,-0.2115448565219791
IDEA,218,0,HOLD,-1.2144463062286377,-1.227935552597046,-1.235709547996521,-0.2228180745983587,False,817831.786756147,629161.1509224068,27304.0,-0.21651474732873735,-0.21651474732873735
IDEA,219,1,BUY,-1.2440398931503296,-1.235852599143982,-1.2634378671646118,-0.23203382833468567,False,810715.3849081933,613376.7626509606,29586.0,-0.2233322811911339,-0.2233322811911339
IDEA,220,1,BUY,-1.2362759113311768,-1.218932032585144,-1.252631425857544,-0.203367530307576,False,819825.546884914,608042.1032599407,30385.0,-0.2146047192721748,-0.2233322811911339
IDEA,221,0,HOLD,-1.2105679512023926,-1.213659405708313,-1.2550312280654907,-0.17821028140268477,False,836537.3026803929,608042.1032599407,30385.0,-0.1985948081583809,-0.2233322811911339
IDEA,222,0,HOLD,-1.2600677013397217,-1.312796950340271,-1.2712870836257935,-0.14494115686206643,False,861453.0078963238,608042.1032599407,30385.0,-0.17472548941495702,-0.2233322811911339
IDEA,223,0,HOLD,-1.1613554954528809,-1.209143042564392,-1.1796493530273438,-0.173437906916281,False,862060.6928280789,608042.1032599407,30385.0,-0.1741433254663178,-0.2233322811911339
IDEA,224,1,BUY,-1.159754991531372,-1.1485838890075684,-1.1739475727081299,-0.1741433254663178,False,862060.6928280789,608042.1032599407,30385.0,-0.1741433254663178,-0.2233322811911339
IDEA,225,1,BUY,-1.136557936668396,-1.1365265846252441,-1.1631640195846558,-0.17929178915187427,False,859629.8951462704,608042.1032599407,30385.0,-0.17647203678173196,-0.2233322811911339
IDEA,226,1,BUY,-1.1297581195831299,-1.1251838207244873,-1.1497079133987427,-0.18098390394004996,False,857502.9544190365,608042.1032599407,30385.0,-0.1785096522426122,-0.2233322811911339
IDEA,227,0,HOLD,-1.1370893716812134,-1.1378648281097412,-1.1527533531188965,-0.16495557789584342,False,863883.8055781323,608042.1032599407,30385.0,-0.17239677809954285,-0.2233322811911339
IDEA,228,0,HOLD,-1.1358277797698975,-1.1367062330245972,-1.1640033721923828,-0.19425248887532773,False,853552.9009417492,608042.1032599407,30385.0,-0.1822938150702674,-0.2233322811911339
IDEA,229,0,HOLD,-1.2447545528411865,-1.2572150230407715,-1.2641044855117798,-0.17970553028108727,False,854768.2997826535,608042.1032599407,30385.0,-0.1811294594125603,-0.2233322811911339
IDEA,230,0,HOLD,-1.1839629411697388,-1.1916792392730713,-1.227952480316162,-0.18306913907075312,False,853856.7578963238,608042.1032599407,30385.0,-0.18200271921573347,-0.2233322811911339
IDEA,231,0,HOLD,-1.1566433906555176,-1.1652636528015137,-1.1758581399917603,-0.18264967915609273,False,853552.9009417492,608042.1032599407,30385.0,-0.1822938150702674,-0.2233322811911339
IDEA,232,1,BUY,-1.1690566539764404,-1.1687833070755005,-1.1836848258972168,-0.1855291864841367,False,852033.6451462704,608042.1032599407,30385.0,-0.1837492665825084,-0.2233322811911339
IDEA,233,0,HOLD,-1.1605215072631836,-1.1817415952682495,-1.181926965713501,-0.1947602522398075,False,846868.2073167759,608042.1032599407,30385.0,-0.18869777118765638,-0.2233322811911339
IDEA,234,0,HOLD,-1.1665211915969849,-1.1781619787216187,-1.1848260164260864,-0.1802493321482477,False,850818.2463053662,608042.1032599407,30385.0,-0.18491362224021549,-0.2233322811911339
IDEA,235,1,BUY,-1.1399961709976196,-1.137290358543396,-1.1680408716201782,-0.18491362224021549,False,850818.2463053662,608042.1032599407,30385.0,-0.18491362224021549,-0.2233322811911339
IDEA,236,0,HOLD,-1.1094756126403809,-1.1270593404769897,-1.1292448043823242,-0.19658149901839334,False,845348.9515212971,608042.1032599407,30385.0,-0.19015322269989737,-0.2233322811911339
IDEA,237,0,HOLD,-1.1547125577926636,-1.1703712940216064,-1.1725671291351318,-0.19145427457402953,False,844741.252100845,608042.1032599407,30385.0,-0.19073540052875093,-0.2233322811911339
IDEA,238,0,HOLD,-1.142717719078064,-1.146084189414978,-1.170540452003479,-0.19724324565771098,False,841702.7549985844,608042.1032599407,30385.0,-0.19364628967301864,-0.2233322811911339
IDEA,239,0,HOLD,-1.128756046295166,-1.1364269256591797,-1.1552335023880005,-0.21255671200838644,False,832891.1061576802,608042.1032599407,30385.0,-0.20208787513150217,-0.2233322811911339
IDEA,240,1,BUY,-1.1847364902496338,-1.1844483613967896,-1.2001389265060425,-0.1974965756277631,False,835018.046884914,608042.1032599407,30385.0,-0.20005025967062193,-0.2233322811911339
IDEA,241,0,HOLD,-1.1339393854141235,-1.1432477235794067,-1.1676390171051025,-0.2007052169731588,False,834714.2044190365,608042.1032599407,30385.0,-0.20034134164494155,-0.2233322811911339
IDEA,242,0,HOLD,-1.0553158521652222,-1.0567686557769775,-1.0792088508605957,-0.19379028789562147,False,837752.7015212971,608042.1032599407,30385.0,-0.19743045250067381,-0.2233322811911339
IDEA,243,0,HOLD,-0.8532642126083374,-0.8587612509727478,-0.8664102554321289,-0.2033145339981378,False,835018.046884914,608042.1032599407,30385.0,-0.20005025967062193,-0.2233322811911339
IDEA,244,0,HOLD,-0.8534371852874756,-0.8596002459526062,-0.8593265414237976,-0.18040104088936085,False,844133.5526803929,608042.1032599407,30385.0,-0.19131757835760446,-0.2233322811911339
IDEA,245,0,HOLD,-0.8946763873100281,-0.9025697708129883,-0.9050794839859009,-0.18024982399802583,False,849299.0049985844,608042.1032599407,30385.0,-0.1863690598722422,-0.2233322811911339
MRPL,1,0,HOLD,-0.9266855120658875,-0.9320949912071228,-0.9333280324935913,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
MRPL,2,0,HOLD,-0.9570297002792358,-0.9628837704658508,-0.9675667881965637,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
MRPL,3,0,HOLD,-0.9312761425971985,-0.9375031590461731,-0.9531719088554382,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
MRPL,4,0,HOLD,-0.9368029832839966,-0.9381698369979858,-0.9500826001167297,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
MRPL,5,0,HOLD,-0.9143026471138,-0.9183812141418457,-0.9341118931770325,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
MRPL,6,0,HOLD,-0.9285866618156433,-0.9340023398399353,-0.9399053454399109,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
MRPL,7,0,HOLD,-0.9017552733421326,-0.9082006216049194,-0.9095962643623352,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
MRPL,8,0,HOLD,-0.9150502681732178,-0.9206469058990479,-0.9227564334869385,0.0,False,1000000.0,1000000.0,0.0,0.0,0.0
MRPL,9,1,BUY,-1.3057442903518677,-1.251175880432129,-1.3503433465957642,-0.0018169902039794716,False,999091.5048980103,900006.9029998169,622.0,-0.0009084951019897125,-0.0009084951019897125
MRPL,10,1,BUY,-1.2702956199645996,-1.2437931299209595,-1.2939032316207886,0.011780857649750898,False,1010861.6596962891,810071.8560769043,1186.0,0.0,-0.0009084951019897125
MRPL,11,0,HOLD,-1.2349932193756104,-1.2476754188537598,-1.2795883417129517,0.005572968314667914,False,1016495.1596962891,810071.8560769043,1186.0,0.0,-0.0009084951019897125
MRPL,12,1,BUY,-1.2540665864944458,-1.2411502599716187,-1.2504123449325562,-0.008274854072338125,False,1012289.4851404267,762508.6895929413,1459.0,-0.004137427036169086,-0.004137427036169086
MRPL,13,0,HOLD,-1.2937536239624023,-1.3008959293365479,-1.3224577903747559,0.009224252049055526,False,1021627.0984979706,762508.6895929413,1459.0,0.0,-0.004137427036169086
MRPL,14,1,BUY,-1.2382476329803467,-1.2297905683517456,-1.2578368186950684,-0.0017137542774978498,False,1020751.6895929413,762508.6895929413,1459.0,-0.0008568771387489148,-0.004137427036169086
MRPL,15,1,BUY,-1.2283921241760254,-1.220921277999878,-1.2499583959579468,-0.018287356914566042,False,1011851.780687912,762508.6895929413,1459.0,-0.009568381481296438,-0.009568381481296438
